i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
4;1;HormigueroSenuelo;Fortin;4242;12;17;Rival;9;12;0;0;4;4;0;15;17;P:RecV=7/8/0/2/3 P:RecV=5/7/0/1/4 P:SeñC=0/0/0/1/5 R:GuaC=0/0/1/0/0 R:CazV=2/2/3/0/0 R:RecC=15/15/0/0/0 
4;2;HormigueroSenuelo;Jauria;4242;8;15;Rival;10;9;0;0;7;7;0;17;18;P:RecV=6/9/0/1/5 P:RecV=2/6/0/3/4 P:SeñC=0/2/0/3/0 R:CazC=2/2/4/0/0 R:CazV=0/0/3/0/0 R:RecV=13/16/0/0/0 
4;3;HormigueroSenuelo;Hormiguero;4242;23;24;Rival;9;0;2;0;0;0;0;23;24;P:RecV=10/10/0/0/0 P:RecV=9/9/0/0/0 P:SeñC=4/4/0/0/0 R:RecV=9/9/0/0/1 R:RecV=8/8/0/0/1 R:RecV=7/7/0/0/0 
4;4;HormigueroSenuelo;HormigueroSenuelo;4242;23;18;Player;9;0;1;0;0;0;0;23;19;P:RecV=10/10/0/0/0 P:RecV=13/13/0/0/0 P:SeñC=0/0/0/0/0 R:RecV=8/8/0/0/0 R:RecV=10/10/0/0/1 R:SeñC=0/1/0/0/0 
4;5;HormigueroSenuelo;Senuelos;4242;19;17;Player;9;4;4;0;0;0;0;19;18;P:RecV=9/9/0/0/1 P:RecV=10/10/0/0/1 P:SeñC=0/0/0/0/2 R:SeñC=0/1/0/0/3 R:SeñV=4/4/0/0/0 R:RecV=13/13/0/0/1 
4;6;HormigueroSenuelo;Engano;4242;20;20;None;9;2;6;0;0;0;0;23;21;P:RecV=12/12/0/0/0 P:RecV=8/11/0/0/1 P:SeñC=0/0/0/0/1 R:SeñC=0/1/0/0/0 R:RecC=9/9/0/0/4 R:RecC=11/11/0/0/2 
4;7;HormigueroSenuelo;Emboscada;4242;10;22;Rival;9;15;2;0;5;5;0;11;23;P:RecV=3/4/0/3/8 P:RecV=5/5/0/2/6 P:SeñC=2/2/0/0/1 R:CazV=0/1/5/0/0 R:SeñV=9/9/0/0/0 R:RecC=13/13/0/0/2 
4;8;HormigueroSenuelo;Codicia;4242;23;21;Player;9;0;17;0;0;0;0;24;24;P:RecV=12/12/0/0/0 P:RecV=11/11/0/0/0 P:SeñC=0/1/0/0/0 R:RecC=6/6/0/0/7 R:RecC=7/10/0/0/5 R:RecC=8/8/0/0/5 
4;9;HormigueroSenuelo;Mixta;4242;17;18;Rival;9;7;0;0;4;4;0;20;18;P:RecV=9/12/0/1/2 P:RecV=8/8/0/0/4 P:SeñC=0/0/0/3/1 R:GuaC=2/2/3/0/0 R:CazC=2/2/1/0/0 R:RecV=14/14/0/0/0 
5;0;Senuelos;Muralla;4242;13;26;Rival;9;4;2;0;3;3;0;14;30;P:SeñC=0/0/0/3/1 P:SeñV=0/0/0/0/2 P:RecV=13/14/0/0/1 R:GuaC=2/2/3/0/0 R:RecC=12/15/0/0/1 R:RecC=12/13/0/0/1 
5;1;Senuelos;Fortin;4242;9;18;Rival;9;6;2;0;6;6;0;13;18;P:SeñC=0/0/0/2/3 P:SeñV=2/2/0/2/1 P:RecV=7/11/0/2/2 R:GuaC=2/2/4/0/0 R:CazV=4/4/2/0/0 R:RecC=12/12/0/0/2 
5;2;Senuelos;Jauria;4242;5;15;Rival;10;10;0;0;8;8;0;7;18;P:SeñC=0/0/0/3/2 P:SeñV=5/5/0/0/1 P:RecV=0/2/0/5/7 R:CazC=2/2/3/0/0 R:CazV=0/0/5/0/0 R:RecV=13/16/0/0/0 
5;3;Senuelos;Hormiguero;4242;20;20;None;9;0;7;0;0;0;0;20;22;P:SeñC=6/6/0/0/0 P:SeñV=1/1/0/0/0 P:RecV=13/13/0/0/0 R:RecV=5/5/0/0/3 R:RecV=9/9/0/0/2 R:RecV=6/8/0/0/2 
5;4;Senuelos;HormigueroSenuelo;4242;16;20;Rival;9;0;1;0;0;0;0;19;21;P:SeñC=0/0/0/0/0 P:SeñV=5/5/0/0/0 P:RecV=11/14/0/0/0 R:RecV=8/9/0/0/0 R:RecV=10/10/0/0/0 R:SeñC=2/2/0/0/1 
5;5;Senuelos;Senuelos;4242;9;13;Rival;9;5;3;0;0;0;0;11;17;P:SeñC=0/0/0/0/0 P:SeñV=4/4/0/0/0 P:RecV=5/7/0/0/5 R:SeñC=0/0/0/0/2 R:SeñV=0/1/0/0/1 R:RecV=13/16/0/0/0 
5;6;Senuelos;Engano;4242;15;14;Player;9;1;12;0;0;0;0;17;16;P:SeñC=0/0/0/0/1 P:SeñV=2/2/0/0/0 P:RecV=13/15/0/0/0 R:SeñC=0/2/0/0/1 R:RecC=6/6/0/0/6 R:RecC=8/8/0/0/5 
5;7;Senuelos;Emboscada;4242;5;11;Rival;9;9;4;0;4;4;0;9;14;P:SeñC=0/2/0/2/0 P:SeñV=2/4/0/0/0 P:RecV=3/3/0/2/9 R:CazV=0/0/4/0/0 R:SeñV=0/1/0/0/1 R:RecC=11/13/0/0/3 
